group_id,context,representative_tag,member_count,total_occurrences,members,member_occurrences
339,micro_tags,difficult puzzles,7,177,challenging puzzles | difficult puzzles | tricky puzzles | tough puzzles | challenging mini-puzzles | complicated puzzles | straightforward puzzles,challenging puzzles:147; difficult puzzles:12; tricky puzzles:8; tough puzzles:4; challenging mini-puzzles:2; complicated puzzles:2; straightforward puzzles:2
340,genre_tree.primary,Role-Playing Game,3,175,Role-Playing | Role-Playing Game | Role Playing,Role-Playing:169; Role-Playing Game:5; Role Playing:1
341,micro_tags,1st person,3,174,first-person | first person | 1st person,first-person:137; first person:36; 1st person:1
342,genre_tree.traits,2D Pixel Art,8,173,Pixel Art | Pixel art | Pixel art style | Pixel Art Style | pixel art | pixel art style | 2D Pixel Art | Pixel Art Graphics,Pixel Art:66; Pixel art:33; Pixel art style:26; Pixel Art Style:19; pixel art:18; pixel art style:7; 2D Pixel Art:3; Pixel Art Graphics:1
343,genre_tree.traits,Short Session,8,173,Short sessions | Short Sessions | short sessions | Quick Sessions | Quick sessions | Short Session | Short session | short-session,Short sessions:75; Short Sessions:46; short sessions:27; Quick Sessions:12; Quick sessions:10; Short Session:1; Short session:1; short-session:1
344,genre_tree.traits,retro style,8,173,Retro-inspired | Retro Style | retro style | Retro style | retro-inspired | Retro-style | retro-style | Retro-inspired visuals,Retro-inspired:65; Retro Style:32; retro style:28; Retro style:19; retro-inspired:18; Retro-style:8; retro-style:2; Retro-inspired visuals:1
345,micro_tags,nostalgic style,2,173,nostalgic vibes | nostalgic style,nostalgic vibes:168; nostalgic style:5
346,genre_tree.traits,Challenging puzzles,7,170,Challenging puzzles | Challenging Puzzles | challenging puzzles | Puzzles | difficult puzzles | Complicated Puzzles | Difficult Puzzles,Challenging puzzles:87; Challenging Puzzles:48; challenging puzzles:23; Puzzles:8; difficult puzzles:2; Complicated Puzzles:1; Difficult Puzzles:1
347,micro_tags,interactive novel,2,170,interactive fiction | interactive novel,interactive fiction:156; interactive novel:14
348,genre_tree.sub,Resource Management,1,169,Resource Management,Resource Management:169
349,genre_tree.traits,Character interaction,5,169,Character Interaction | Character interaction | character interaction | Character interactions | character interactions,Character Interaction:79; Character interaction:60; character interaction:20; Character interactions:6; character interactions:4
350,genre_tree.traits,indie,8,167,Indie | Indie Development | indie | Indie development | Indie style | indie development | indie style | Indie Style,Indie:113; Indie Development:18; indie:12; Indie development:6; Indie style:6; indie development:6; indie style:4; Indie Style:2
351,genre_tree.sub,Hack-and-slash,5,166,Hack and Slash | Hack-and-Slash | Hack and slash | Hack n' Slash | Hack-and-slash,Hack and Slash:155; Hack-and-Slash:5; Hack and slash:4; Hack n' Slash:1; Hack-and-slash:1
352,micro_tags,atmospheric soundtrack,2,166,atmospheric soundtrack | atmospheric music,atmospheric soundtrack:96; atmospheric music:70
353,micro_tags,engaging gameplay,1,165,engaging gameplay,engaging gameplay:165
354,genre_tree.traits,Collectibles,3,164,Collectibles | collectibles | Collectible,Collectibles:128; collectibles:27; Collectible:9
355,genre_tree.traits,lighthearted humor,8,164,Lighthearted | lighthearted | lighthearted tone | Lighthearted tone | lighthearted humor | Lighthearted Fun | Lighthearted Humor | Lighthearted humor,Lighthearted:80; lighthearted:32; lighthearted tone:30; Lighthearted tone:16; lighthearted humor:3; Lighthearted Fun:1; Lighthearted Humor:1; Lighthearted humor:1
356,genre_tree.traits,User-generated content potential,7,163,User-generated content | User-Generated Content | user-generated content | User-Created Content | User-generated Content | User Generated Content | User-generated content potential,User-generated content:124; User-Generated Content:15; user-generated content:11; User-Created Content:6; User-generated Content:5; User Generated Content:1; User-generated content potential:1
357,genre_tree.sub,Turn-based Tactics,4,161,Turn-Based Strategy | Turn-based Strategy | Turn-Based Tactics | Turn-based Tactics,Turn-Based Strategy:80; Turn-based Strategy:67; Turn-Based Tactics:12; Turn-based Tactics:2
358,micro_tags,gameplay dynamics,3,160,dynamic gameplay | dynamic game | gameplay dynamics,dynamic gameplay:158; dynamic game:1; gameplay dynamics:1
359,genre_tree.traits,Visual narrative,4,158,Visual storytelling | visual storytelling | Visual Storytelling | Visual narrative,Visual storytelling:116; visual storytelling:26; Visual Storytelling:15; Visual narrative:1
360,genre_tree.traits,user-friendly,4,158,User-friendly | User-Friendly | user-friendly | User Friendly,User-friendly:111; User-Friendly:31; user-friendly:15; User Friendly:1
361,micro_tags,brain teaser,3,158,brain teaser | brain teasers | brain-teaser,brain teaser:121; brain teasers:36; brain-teaser:1
362,micro_tags,glitches present,8,158,glitches | glitchy | minor glitches | frustrating glitches | game glitches | glitches present | few glitches | major glitches,glitches:100; glitchy:45; minor glitches:5; frustrating glitches:2; game glitches:2; glitches present:2; few glitches:1; major glitches:1
363,micro_tags,modding support,4,157,mod support | modding support | MOD support | no mod support,mod support:141; modding support:14; MOD support:1; no mod support:1
364,micro_tags,variety of characters,3,157,character variety | variety characters | variety of characters,character variety:155; variety characters:1; variety of characters:1
365,micro_tags,player agency,1,155,player agency,player agency:155
366,genre_tree.traits,Dynamic battles,6,154,Dynamic Combat | dynamic combat | Dynamic combat | Dynamic battles | Dynamic Battles | dynamic battles,Dynamic Combat:63; dynamic combat:56; Dynamic combat:30; Dynamic battles:3; Dynamic Battles:1; dynamic battles:1
367,micro_tags,depth lacking,3,154,lack of depth | lack depth | depth lacking,lack of depth:149; lack depth:4; depth lacking:1
368,micro_tags,enemy types,7,154,enemy variety | enemy types | variety of enemies | limited enemy variety | variety enemies | dull enemy variety | small enemy variety,enemy variety:135; enemy types:8; variety of enemies:5; limited enemy variety:2; variety enemies:2; dull enemy variety:1; small enemy variety:1
369,micro_tags,pleasant sound design,8,154,sound design | audio design | basic sound design | good sound design | pleasant sound design | quirky sound design | satisfying sound design | unique sound design,sound design:138; audio design:10; basic sound design:1; good sound design:1; pleasant sound design:1; quirky sound design:1; satisfying sound design:1; unique sound design:1
370,genre_tree.sub,JRPG,2,153,JRPG | jRPG,JRPG:152; jRPG:1
371,genre_tree.sub,Match-Three,5,153,Match-3 | Match 3 | Match-Three | Match-2 | Match-4,Match-3:114; Match 3:30; Match-Three:6; Match-2:2; Match-4:1
372,genre_tree.traits,Multiplayer Elements,3,153,Multiplayer elements | Multiplayer Elements | multiplayer elements,Multiplayer elements:76; Multiplayer Elements:45; multiplayer elements:32
373,genre_tree.traits,Short playtime,3,153,Short playtime | short playtime | Short Playtime,Short playtime:52; short playtime:52; Short Playtime:49
374,micro_tags,intuitive controls,3,153,intuitive controls | unintuitive controls | intuitive control,intuitive controls:150; unintuitive controls:2; intuitive control:1
375,genre_tree.sub,Arcade Racing,2,152,Arcade Racer | Arcade Racing,Arcade Racer:113; Arcade Racing:39
376,micro_tags,basic enemy AI,3,152,enemy AI | AI enemies | basic enemy AI,enemy AI:146; AI enemies:5; basic enemy AI:1
377,genre_tree.sub,City-building,5,151,City Builder | City-building | Town Builder | City Building | City-builder,City Builder:140; City-building:5; Town Builder:4; City Building:1; City-builder:1
378,micro_tags,choice-driven,4,151,choice-driven | choice-based | choice driven | choice based,choice-driven:98; choice-based:48; choice driven:4; choice based:1
379,micro_tags,annoying gameplay,4,150,frustrating gameplay | gameplay issues | annoying gameplay | stubborn gameplay,frustrating gameplay:114; gameplay issues:31; annoying gameplay:4; stubborn gameplay:1
380,micro_tags,serious potential,2,150,potential | serious potential,potential:149; serious potential:1
381,micro_tags,quick match,4,148,quick matches | short matches | fast matches | quick match,quick matches:128; short matches:14; fast matches:4; quick match:2
382,genre_tree.traits,Mission-Based,3,147,Mission-based | Mission-Based | mission-based,Mission-based:82; Mission-Based:45; mission-based:20
383,genre_tree.traits,creative,2,147,Creative | creative,Creative:138; creative:9
384,micro_tags,nostalgic RPG,3,147,nostalgic gameplay | nostalgic RPG | nostalgic rpg,nostalgic gameplay:139; nostalgic RPG:7; nostalgic rpg:1
385,genre_tree.sub,Tactical RPG,1,146,Tactical RPG,Tactical RPG:146
386,genre_tree.traits,Family Friendly,5,146,Family-friendly | Family-Friendly | family-friendly | Family Friendly | family friendly,Family-friendly:104; Family-Friendly:22; family-friendly:13; Family Friendly:5; family friendly:2
387,genre_tree.sub,Shooter,1,145,Shooter,Shooter:145
388,micro_tags,game balance,4,145,game balance | gameplay balance | game balancing | balance game,game balance:130; gameplay balance:8; game balancing:6; balance game:1
389,micro_tags,unlock secrets,8,145,secrets | hidden secrets | insane secrets | secrets everywhere | secrets galore | unlock secrets | unlockable secrets | unlocking secrets,secrets:76; hidden secrets:63; insane secrets:1; secrets everywhere:1; secrets galore:1; unlock secrets:1; unlockable secrets:1; unlocking secrets:1
390,genre_tree.sub,Time Management,1,144,Time Management,Time Management:144
391,micro_tags,community support,2,144,community support | supportive community,community support:138; supportive community:6
392,micro_tags,minimal mini-games,7,143,mini-games | mini games | mini-game | mini game | minimal mini-games | easy mini-games | fun mini-games,mini-games:65; mini games:64; mini-game:8; mini game:2; minimal mini-games:2; easy mini-games:1; fun mini-games:1
393,micro_tags,realistic simulation,8,143,simulation | realistic simulation | physics simulation | detailed simulation | simulation mechanics | computer simulation | physical simulation | simulation creation,simulation:110; realistic simulation:19; physics simulation:5; detailed simulation:4; simulation mechanics:2; computer simulation:1; physical simulation:1; simulation creation:1
394,micro_tags,ambient soundscape,8,142,ambient music | ambient sound | ambient | ambient soundtrack | ambient sounds | ambient soundscape | ambient soundscapes | ambient audio,ambient music:46; ambient sound:33; ambient:18; ambient soundtrack:17; ambient sounds:15; ambient soundscape:10; ambient soundscapes:2; ambient audio:1
395,micro_tags,modern roguelike,6,142,roguelike | Roguelike | classic roguelike | modern roguelike | non-roguelike | roguelike mode,roguelike:137; Roguelike:1; classic roguelike:1; modern roguelike:1; non-roguelike:1; roguelike mode:1
396,micro_tags,visual style,1,142,visual style,visual style:142
397,genre_tree.sub,Arena Shooter,2,141,Arena Shooter | Arena shooter,Arena Shooter:138; Arena shooter:3
398,genre_tree.traits,simple mechanics,8,141,Simple mechanics | simple mechanics | Simple Mechanics | easy mechanics | Basic Mechanics | Straightforward mechanics | Basic mechanics | Straightforward Mechanics,Simple mechanics:52; simple mechanics:43; Simple Mechanics:35; easy mechanics:4; Basic Mechanics:3; Straightforward mechanics:2; Basic mechanics:1; Straightforward Mechanics:1
399,genre_tree.traits,Time management,3,140,Time Management | Time management | time management,Time Management:77; Time management:42; time management:21
400,micro_tags,enjoyable experience,2,140,fun experience | enjoyable experience,fun experience:118; enjoyable experience:22
401,micro_tags,lack of controller support,3,140,controller support | no controller support | lack of controller support,controller support:137; no controller support:2; lack of controller support:1
402,micro_tags,mechanics issues,3,140,frustrating mechanics | annoying mechanics | mechanics issues,frustrating mechanics:130; annoying mechanics:6; mechanics issues:4
403,micro_tags,simple puzzles,4,140,easy puzzles | simple puzzles | hard puzzles | basic puzzles,easy puzzles:76; simple puzzles:48; hard puzzles:13; basic puzzles:3
404,micro_tags,low asking price,3,139,low price | cheap price | low asking price,low price:97; cheap price:41; low asking price:1
405,micro_tags,player discontent,4,139,player frustration | gameplay frustration | game over frustration | player discontent,player frustration:113; gameplay frustration:24; game over frustration:1; player discontent:1
406,genre_tree.sub,Horror,1,138,Horror,Horror:138
407,micro_tags,charming visuals,1,138,charming visuals,charming visuals:138
408,micro_tags,clunky controls,1,138,clunky controls,clunky controls:138
409,micro_tags,distinct gameplay,3,138,unique gameplay | distinct gameplay | distinctive gameplay,unique gameplay:136; distinct gameplay:1; distinctive gameplay:1
410,micro_tags,emotional,2,138,emotional | emotional experience,emotional:134; emotional experience:4
411,micro_tags,performance problems,6,138,performance issues | performance problems | slow performance | unstable performance | inconsistent performance | sluggish performance,performance issues:107; performance problems:15; slow performance:10; unstable performance:4; inconsistent performance:1; sluggish performance:1
412,micro_tags,puzzle challenge,2,138,puzzle challenge | puzzle challenges,puzzle challenge:119; puzzle challenges:19
413,micro_tags,immersive soundscape,6,137,immersive sound | immersive music | immersive audio | immersive sounds | immersive soundscape | immersive soundscapes,immersive sound:54; immersive music:52; immersive audio:21; immersive sounds:7; immersive soundscape:2; immersive soundscapes:1
414,genre_tree.traits,Highly Customizable,5,136,Customizable | customizable | Customizability | Highly Customizable | Highly customizable,Customizable:122; customizable:11; Customizability:1; Highly Customizable:1; Highly customizable:1
415,micro_tags,classic gameplay,2,136,classic gameplay | classic game,classic gameplay:130; classic game:6
416,genre_tree.traits,Emotional,2,135,Emotional | emotional,Emotional:128; emotional:7
417,micro_tags,party game,4,135,party game | party RPG | party games | party play,party game:131; party RPG:2; party games:1; party play:1
418,genre_tree.traits,Fast Combat,6,134,Fast-paced combat | fast-paced combat | Fast-Paced Combat | Fast-paced Combat | Fast Combat | fast combat,Fast-paced combat:49; fast-paced combat:45; Fast-Paced Combat:20; Fast-paced Combat:16; Fast Combat:3; fast combat:1
419,genre_tree.traits,Immersive Environments,3,134,Immersive environments | immersive environments | Immersive Environments,Immersive environments:103; immersive environments:28; Immersive Environments:3
420,genre_tree.traits,Player Decision Impact,3,134,Player choice impact | Player Choice Impact | Player Decision Impact,Player choice impact:132; Player Choice Impact:1; Player Decision Impact:1
421,genre_tree.traits,Upgrade System,6,134,Upgrade System | upgrade system | Upgrade system | upgrade systems | Upgrade systems | Upgrading System,Upgrade System:59; upgrade system:37; Upgrade system:34; upgrade systems:2; Upgrade systems:1; Upgrading System:1
422,genre_tree.traits,progressive difficulty,3,134,Progressive difficulty | Progressive Difficulty | progressive difficulty,Progressive difficulty:64; Progressive Difficulty:42; progressive difficulty:28
423,micro_tags,dynamic battles,4,133,dynamic combat | dynamic battles | dynamic fights | battle dynamic,dynamic combat:113; dynamic battles:16; dynamic fights:3; battle dynamic:1
424,micro_tags,lower-budget,4,133,budget-friendly | budget friendly | low-budget | lower-budget,budget-friendly:60; budget friendly:53; low-budget:19; lower-budget:1
425,genre_tree.traits,Realistic,2,132,Realistic | realistic,Realistic:111; realistic:21
426,micro_tags,development support,5,132,developer support | dev support | development support | support developers | support dev,developer support:81; dev support:38; development support:9; support developers:3; support dev:1
427,micro_tags,fast play,2,132,quick play | fast play,quick play:131; fast play:1
428,micro_tags,grind,8,132,grinding | grind | grinding mechanics | experience grinding | grinding experience | heavy grinding | low grinding | slow grinding,grinding:88; grind:34; grinding mechanics:5; experience grinding:1; grinding experience:1; heavy grinding:1; low grinding:1; slow grinding:1
429,genre_tree.primary,Fighting,1,131,Fighting,Fighting:131
430,genre_tree.primary,Sandbox,1,131,Sandbox,Sandbox:131
431,genre_tree.traits,Emotionally engaging,5,131,Engaging | engaging | Emotionally engaging | Emotionally Engaging | Engaging action,Engaging:112; engaging:10; Emotionally engaging:6; Emotionally Engaging:2; Engaging action:1
432,micro_tags,adult themes,2,130,adult themes | mature themes,adult themes:95; mature themes:35
433,micro_tags,repeatable tasks,2,129,repetitive tasks | repeatable tasks,repetitive tasks:128; repeatable tasks:1
434,micro_tags,rewarding experience,6,129,rewarding | rewarding experience | rewarding skill | rewarding success | rewarding victories | rewards,rewarding:74; rewarding experience:51; rewarding skill:1; rewarding success:1; rewarding victories:1; rewards:1
435,micro_tags,space battles,5,129,space combat | space battles | space tactics | space warfare | spaceship combat,space combat:98; space battles:26; space tactics:2; space warfare:2; spaceship combat:1
436,micro_tags,strategic options,4,129,strategic choices | strategic decisions | strategic options | strategic decision-making,strategic choices:105; strategic decisions:18; strategic options:5; strategic decision-making:1
437,genre_tree.traits,Colorful,2,128,Colorful | colorful,Colorful:116; colorful:12
438,micro_tags,smooth gameplay,2,128,smooth gameplay | gameplay smoothness,smooth gameplay:127; gameplay smoothness:1
439,genre_tree.sub,Comedy,1,127,Comedy,Comedy:127
440,genre_tree.sub,Physics-Based,2,127,Physics-based | Physics-Based,Physics-based:126; Physics-Based:1
441,genre_tree.traits,First-Person,4,127,First-person | first-person | First-Person | First Person,First-person:71; first-person:33; First-Person:17; First Person:6
442,genre_tree.traits,Physics-Based,3,127,Physics-based | Physics-Based | physics-based,Physics-based:103; Physics-Based:15; physics-based:9
443,genre_tree.traits,cooperative,2,127,Cooperative | cooperative,Cooperative:110; cooperative:17
444,genre_tree.sub,Logic Puzzle,1,126,Logic Puzzle,Logic Puzzle:126
445,genre_tree.traits,2D,1,126,2D,2D:126
446,micro_tags,casual experience,1,126,casual experience,casual experience:126
447,micro_tags,frustration fun,8,126,frustration | fun frustration | mild frustration | challenge frustration | frustration fun | frustration level | game frustration | minimal frustration,frustration:114; fun frustration:5; mild frustration:2; challenge frustration:1; frustration fun:1; frustration level:1; game frustration:1; minimal frustration:1
448,micro_tags,mixed reviews,2,126,mixed reviews | mixed review,mixed reviews:125; mixed review:1
449,micro_tags,trial-error,5,126,trial and error | trial error | trial-and-error | trial & error | trial-error,trial and error:114; trial error:6; trial-and-error:4; trial & error:1; trial-error:1
450,genre_tree.traits,enemy combat,6,125,Combat | combat | Engaging combat | Engaging Combat | Violent combat | enemy combat,Combat:87; combat:29; Engaging combat:6; Engaging Combat:1; Violent combat:1; enemy combat:1
451,micro_tags,bullet-hell,2,125,bullet hell | bullet-hell,bullet hell:120; bullet-hell:5
452,micro_tags,game-breaking bugs,8,125,game-breaking bugs | game bugs | game-breaking bug | game breaking bugs | gamebreaking bugs | game breaking bug | game over bugs | non-game breaking bugs,game-breaking bugs:61; game bugs:32; game-breaking bug:16; game breaking bugs:9; gamebreaking bugs:3; game breaking bug:2; game over bugs:1; non-game breaking bugs:1
453,micro_tags,tech issues,4,125,technical issues | technical problems | technical difficulties | tech issues,technical issues:82; technical problems:24; technical difficulties:18; tech issues:1
454,genre_tree.traits,Colorful graphics,7,124,Colorful visuals | Colorful graphics | colorful visuals | colorful graphics | Colorful Graphics | Colorful Visuals | multicolored visuals,Colorful visuals:40; Colorful graphics:35; colorful visuals:20; colorful graphics:14; Colorful Graphics:13; Colorful Visuals:1; multicolored visuals:1
455,genre_tree.traits,Early Access,4,124,Early Access | early access | Early access | Early access content,Early Access:92; early access:21; Early access:10; Early access content:1
456,genre_tree.traits,dynamic,2,124,Dynamic | dynamic,Dynamic:74; dynamic:50
457,micro_tags,strategic thinking,1,123,strategic thinking,strategic thinking:123
458,micro_tags,accessible design,1,122,accessible design,accessible design:122
459,genre_tree.traits,sandbox,5,121,Sandbox | sandbox | Sandbox Gameplay | Creative sandbox | sandbox gameplay,Sandbox:74; sandbox:43; Sandbox Gameplay:2; Creative sandbox:1; sandbox gameplay:1
460,micro_tags,AI challenges,5,121,AI challenge | AI challenges | challenging AI | difficult AI | tricky AI,AI challenge:51; AI challenges:44; challenging AI:24; difficult AI:1; tricky AI:1
461,micro_tags,arcade action,2,121,arcade action | arcade combat,arcade action:112; arcade combat:9
462,micro_tags,indie development,7,121,indie development | indie developer | indie dev | indie production | indie projects | indie devs | indie innovation,indie development:83; indie developer:20; indie dev:11; indie production:3; indie projects:2; indie devs:1; indie innovation:1
463,micro_tags,skill growth,3,120,skill progression | skill growth | skill progress,skill progression:116; skill growth:3; skill progress:1
464,genre_tree.sub,Survival Puzzle,1,119,Survival Puzzle,Survival Puzzle:119
465,micro_tags,variety levels,3,119,level variety | variety of levels | variety levels,level variety:114; variety of levels:3; variety levels:2
466,genre_tree.traits,problem-solving,5,118,Problem-solving | problem-solving | Problem Solving | Problem solving | problem solving,Problem-solving:64; problem-solving:34; Problem Solving:18; Problem solving:1; problem solving:1
467,micro_tags,quick pacing,8,118,slow pacing | pacing | fast pacing | quick pacing | bad pacing | constant pacing | efficient pacing | relentless pacing,slow pacing:90; pacing:19; fast pacing:3; quick pacing:2; bad pacing:1; constant pacing:1; efficient pacing:1; relentless pacing:1
468,genre_tree.traits,quest-driven,6,117,Quest-based | Quest-driven | quest-driven | quest-based | Quest-Based | Quest-Driven,Quest-based:34; Quest-driven:34; quest-driven:26; quest-based:16; Quest-Based:6; Quest-Driven:1
469,micro_tags,high tension,8,117,tension | tension building | high tension | quiet tension | low tension | persistent tension | relaxed tension | tension build,tension:59; tension building:42; high tension:7; quiet tension:5; low tension:1; persistent tension:1; relaxed tension:1; tension build:1
470,micro_tags,local co-op,2,117,local co-op | no local co-op,local co-op:116; no local co-op:1
471,micro_tags,puzzle platformer,4,117,puzzle platformer | puzzle-platformer | puzzle platforming | puzzle-platform,puzzle platformer:81; puzzle-platformer:31; puzzle platforming:4; puzzle-platform:1
472,genre_tree.traits,Boss Fights,8,116,Boss Fights | Boss battles | boss battles | Boss fights | Boss Battles | boss fights | intense boss fights | Intense Boss Fights,Boss Fights:28; Boss battles:28; boss battles:18; Boss fights:16; Boss Battles:13; boss fights:10; intense boss fights:2; Intense Boss Fights:1
473,micro_tags,charming,1,116,charming,charming:116
474,micro_tags,user experience,1,116,user experience,user experience:116
475,genre_tree.traits,Creative problem-solving,7,115,Creative problem-solving | Creative Problem Solving | Creative problem solving | creative problem-solving | Creative Solutions | Creative solutions | Creative Problem-Solving,Creative problem-solving:69; Creative Problem Solving:27; Creative problem solving:8; creative problem-solving:4; Creative Solutions:3; Creative solutions:3; Creative Problem-Solving:1
476,genre_tree.traits,difficult mechanics,6,115,Challenging Mechanics | Challenging mechanics | challenging mechanics | difficult mechanics | Difficult Mechanics | Difficult mechanics,Challenging Mechanics:50; Challenging mechanics:46; challenging mechanics:15; difficult mechanics:2; Difficult Mechanics:1; Difficult mechanics:1
477,micro_tags,creative freedom,2,115,creative freedom | artistic freedom,creative freedom:107; artistic freedom:8
478,micro_tags,plot twist,4,115,plot twists | plot twist | dumb plot twists | twisted plot,plot twists:95; plot twist:18; dumb plot twists:1; twisted plot:1
479,micro_tags,strategic,6,115,strategic | strategic movement | strategic moves | strategic use | strategic progression | strategic tactics,strategic:50; strategic movement:48; strategic moves:13; strategic use:2; strategic progression:1; strategic tactics:1
480,micro_tags,super fun,2,115,fun | super fun,fun:112; super fun:3
481,genre_tree.traits,emotional engagement,4,114,Emotional engagement | Emotional Engagement | emotional engagement | minimal emotional engagement,Emotional engagement:69; Emotional Engagement:34; emotional engagement:10; minimal emotional engagement:1
482,genre_tree.traits,nostalgic experience,6,114,Nostalgic | nostalgic | Nostalgic Experience | nostalgic experience | Nostalgic feel | Nostalgic vibes,Nostalgic:90; nostalgic:13; Nostalgic Experience:5; nostalgic experience:3; Nostalgic feel:2; Nostalgic vibes:1
483,micro_tags,2D side-scrolling,6,114,side-scrolling | side scrolling | side scroller | 2D side-scrolling | 2D side-scroller | side-scrolling action,side-scrolling:74; side scrolling:20; side scroller:9; 2D side-scrolling:5; 2D side-scroller:4; side-scrolling action:2
484,micro_tags,arcade shooter,7,114,arcade shooter | arcade gameplay | arcade shooting | arcade RPG | arcade fighter | arcade games | arcade gunplay,arcade shooter:104; arcade gameplay:3; arcade shooting:3; arcade RPG:1; arcade fighter:1; arcade games:1; arcade gunplay:1
485,micro_tags,environmental puzzles,3,114,environmental puzzles | environment puzzles | environmental puzzle,environmental puzzles:109; environment puzzles:4; environmental puzzle:1
486,micro_tags,non-repetitive,4,114,repetitive | non-repetitive | repetitive fun | not repetitive,repetitive:101; non-repetitive:8; repetitive fun:4; not repetitive:1
487,genre_tree.primary,VR,1,113,VR,VR:113
488,micro_tags,campaign mode,2,113,campaign mode | campaign modes,campaign mode:108; campaign modes:5
489,micro_tags,multiplayer options,3,113,multiplayer options | multiplayer option | multiplayer suggestions,multiplayer options:97; multiplayer option:15; multiplayer suggestions:1
490,micro_tags,resource gathering,2,113,resource gathering | resource collecting,resource gathering:112; resource collecting:1
491,micro_tags,short story,1,113,short story,short story:113
492,genre_tree.sub,Infinite Runner,2,112,Endless Runner | Infinite Runner,Endless Runner:110; Infinite Runner:2
493,genre_tree.sub,Retro,1,112,Retro,Retro:112
494,genre_tree.sub,Tycoon,1,112,Tycoon,Tycoon:112
495,micro_tags,buggy experience,1,112,buggy experience,buggy experience:112
496,micro_tags,exploration focus,2,112,exploration focus | exploration focused,exploration focus:111; exploration focused:1
497,micro_tags,lengthy levels,4,112,short levels | long levels | quick levels | lengthy levels,short levels:85; long levels:16; quick levels:9; lengthy levels:2
498,genre_tree.sub,Co-op shooter,2,111,Co-op Shooter | Co-op shooter,Co-op Shooter:110; Co-op shooter:1
499,micro_tags,creative problem-solving,3,111,creative solutions | creative problem-solving | creative problem solving,creative solutions:91; creative problem-solving:19; creative problem solving:1
500,genre_tree.primary,Card Game,1,110,Card Game,Card Game:110
